comment,comment_type
What type of ice originates on land and floats out to sea?,1
What events have occurred in recent decades to the ice shelves surrounding Antarctica?,1
Along what area has there been more collapsing ice shelves?,1
What could the displacement of ice cause?,1
What weather event would offset loss of ice shelves?,1
What can not grow extensively in Antarctica?,1
What does the climate of Antarctica inhibit?,1
hat is low and limited in Antarctica?,1
How many species of Mosses are there in Antarctica?,1
Since what year have claims been suspended in Antarctica?,1
What document regulates Antarctica's status?,1
What latitude is defined as being Antarctica's border?,1
How many countries signed the treaty protecting Antarctica from claims?,1
What does the treaty set Antarctica aside as?,1
When did Cook's ships cross the Antarctic circle?,1
What kept Captain Cook from getting too close to Antarctica?,1
How many men sighted Antarctica in 1820?,1
How close did von Bellingshausen and Lazarev come to Antarctica?,1
When was the first recorded landing on Antarctica?,1
What has been an important atmospheric study since the 1970s?,1
Where in Antarctica is Halley Station?,1
When did scientists discover the hole in the ozone layer?,1
What chemical was discovered to have caused the hole in the ozone?,1
What agreement banned the use of CFC s?,1
What type of climate did Gondwana have during the Cambrian period?,1
In what hemisphere did west Antarctica share during the Cambrian?,1
Where was east Antarctica during the Cambrian period?,1
What was the climate of Gondwana at the beginning of the Devonian period?,1
Where was Gondwana located by the end of the Devonian period?,1
What is the Earth's most southern continent?,1
Which pole is located in Antarctica?,1
What ocean surrounds Antarctica?,1
What is the size of Antarctica?,1
How much of Antarctica is ice covered?,1
Where was the coldest temperature recorded on Earth?,1
What was the coldest temperature ever recorded?,1
On what date was the Earth's coldest temperature recorded?,1
What is Antarctica topographically ?,1
What light caused condition is a serious problem for humans in Antarctica?,1
Who wrote a book describing a cold region in 350 B.C.?,1
What map maker used the name Antarctica in his map of the 2nd century A.D.?,1
What did authors Hyginus and Apuleious call the South Pole?,1
What did Chaucer call the area in 1391?,1
What was the old French words for the Antarctic?,1
In what do some scientists believe ozone depletion may have a role ?,1
What light does ozone absorb?,1
How much cooling can ozone depletion cause over Antarctica?,1
What can the wind changes due to cooling cause in the Antarctic ice?,1
What does ozone depletion cause in the southern atmosphere?,1
Who has research stations in Antarctica?,1
What is the span of population density per million square kilometers of researchers in Antarctica?,1
About long long do researchers stay when researching in Antarctica?,1
What station has an Orthodox church representative?,1
When did the Trinity Church begin its posting at Bellinshausen station?,1
What is the southern most continent?,1
What is the size of Antarctica in square miles?,1
What is Antarctica's ranking among the continents?,1
How many miles long is Antarctica's coast line?,1
What sea plankton doe many sea creatures rely on to live?,1
What breed of penguin lives in Antarctica?,1
During what season does the emperor penguin breed?,1
What feature does the rockhopper penguin have around its eyes?,1
Which penguin breeds the furterest south of all the penguin breeds?,1
What is the highest peak in Antarctica?,1
How high is the Antarctic mountain Vinson Massif?,1
In what mountainous area of Antarctica is Vinson Massif?,1
What is the Earth's most southern volcano?,1
What type of volcano was located in 2004 by researchers?,1
When did negotiations start to regulate mining in Antarctica?,1
What group led the fight to prevent mineral development in Antarctica?,1
When was the treaty to regulate mining agreed upon?,1
Which two countries refused to ratify the treaty to regulate mineral use in Antarctica?,1
What was the alternate treaty offered by Australia and France?,1
What did most of Gondwana become when the polar ice melted?,1
What plants were abundant during this time?,1
What type of reptiles were common during the early Triassic?,1
When did the Antarctic peninsula form?,1
During what period did Gondwana begin to break apart?,1
What astronomical study is important research for Antarctica?,1
What is the supposed source of most Antarctica meteorites?,1
When was the first meteorite found in Antarctica?,1
What expedition found nine meteorites in 1969?,1
What is it about Antarctic meteorites that is different form meteorites found in other places?,1
What location means that Antarctica get little solar radiation?,1
In what condition is most water in the Antarctica?,1
What is the usual condition of precipitation in the Antarctic?,1
What does the massed snow in Antarctica produce?,1
What are ice streams otherwise called?,1
Where did the first semi-permanent residents of the Antarctic area live?,1
What was the profession of the residents of South Georgia?,1
In what year did the sealers start staying on South Georgia?,1
What was the nationality of most whalers?,1
When did explorer Carl Anton Larsen become a British citizen?,1
Where in Antarctica has warming been noticed?,1
How much has west Antarctica warmed per decade in the last 5o years?,1
What do some researchers believe to be that cause of this warming?,1
What is thought to be the cause of glacier outflow?,1
What is the thinking of the cause  of the Antarctic Peninsula sea level.,1
What animal was greatly hunted during the 18th and 19th centuries?,1
For whom is the Weddell seal named ?,1
What did  Sir James Weddell command?,1
What is a very important species in the Southern Ocean?,1
Why is the krill so important to the Antarctic area?,1
When did the Environmental Protocol become effective?,1
What is the main concern of the Protocol?,1
What is seen as a major risk to Antarctica?,1
What group advises the Antarctic Treaty Consultative Meeting?,1
"Besides conservation, what is the Environmental Protocol's goal to manage?",1
What does the Protocol on Environmental Protection seek to regulate?,1
In what year was an agreement reached to ban mining in Antarctica?,1
When will the mining ban be reviewed?,1
What is the major economic activity near Antarctica?,1
How many tonnes of fish were reported caught in 2000-01?,1
How do the meteorites found in Antarctica add to knowledge about the solar system?,1
"Beside rare types of meteorites, what other types of meteorites have been found in Antarctica?",1
From where in the solar system could the meteorites have come?,1
About what nearby planet could the Antarctic meteorites hold data?,1
What do meteorites absorb that can be used to understand how old the meteorite is?,1
When did the Larsen-B ice shelf collapse?,1
What Antarctic ice shelf collapsed in 2008?,1
When did the most widespread melting of ice occur?,1
How large was the ice chunk that melted and refroze?,1
How high could the temperatures have risen to cause the melting?,1
When was the first time humans visited Antarctica?,1
What was Antarctica presumed to be by the ancient thinkers?,1
What did Ptolemy suggest that a southern land mass would do to preserve? ,1
Of what did early explores think Australia and South America were part?,1
Early geographers thought that Antarctica was what in size?,1
How much of Antarctica is covered by ice?,1
How thick is the ice that covers Antarctica?,1
How much of Earth's ice is in Antarctica?,1
How much of the Earth's fresh water is held in Antarctica?,1
What is the amount of precipitation per year in the interior of Antarctica?,1
What lake is thought to contain microbial life?,1
To what does the frozen surface of Lake Vostok resemble?,1
With what is Europa associated??,1
When did NASA go on an expedition to Lake Untersee?,1
For what was NASA searching?,1
In what period did Africa beak off from Antarctica?,1
When was Antarctica still joined to Australia?,1
What type of climate did Antarctica have in the Cretaceous period?,1
When did Australia separate from Antarctica?,1
"After the division from Australia, what began to appear?",1
Which of the the poles is colder?,1
How high is the continent of Antarctica above sea level?,1
How does the Arctic Ocean warm the Arctic?,1
What contributes to the Antarctic cold?,1
What does temperature do with elevation?,1
Who was the first person born south of the 60th parallel?,1
Where is the continental limit of Antarctica?,1
When was Palma born?,1
What was the Palma family sent to Antarctica to determine?,1
How many species of fungi have been found on Antarctica?,1
How many of the extant fungi in Antarctica are lichen-forming?,1
What type of fungi help shape rock formations in Antarctica?,1
What has the study of fungi in Antarctica shown about these organisms?,1
How is it postulated that Mars life might have evolved?,1
What did the British claim in 2012?,1
To what was the claim of land in tribute?,1
What was the response of the Argentine response to the British land claim?,1
Of what war was 2012 the anniversary?,1
When did the British claim Queen Elizabeth Land in Antarctica?,1
The entry of whom has caused some worry about the welfare of Antarctica?,1
What do environmentalists want enacted?,1
What kind of tourist limit has been asked for by environmentalists?,1
What have the authorities produced in response to these requests?,1
When did an Air New Zealand crash on Mount Erebus?,1
What group of scientists study tectonics?,1
Which science is concerned with the study of the dynamics of ice?,1
Who is interested in the effects of harsh environment on humans?,1
What kind of observations use  the high elevations and thin atmosphere for viewing space?,1
Where is the largest neutrino telescope on Earth?,1
Who were Mary's parents?,1
How old was Mary when she was consecrated as a virgin?,1
Who was Mary betrothed to?,1
"When she was betrothed to Joseph, approximately how old was Mary?",1
Where was Mary consecrated as a virgin?,1
Which angel appeared to Mary?,1
What happened to Mary's body at death?,1
What did Gabriel announce to Mary at the Annunciation?,1
How was Mary related to Jesus?,1
Which goespel begins its story of Mary with the Annunciation?,1
When was the Assumption dogmatically define by the Catholic Church?,1
In which papal document was the dogma of the Assumption defined?,1
Which pope authored Munifentissimus Deus?,1
"Other than the Roman Catholic Church, which church holds the doctrine of the Assumption to be true?",1
What is another name for the Assumption of Mary?,1
"How long in total was the ""blood of her purifying"" for Mary?",1
Where did Mary bring a burnt offering and sin offering?,1
Who was presented at the Temple in Jerusalem?,1
Who prophesized in Luke 2:25-38?,1
To which Galilean city did Joseph and Mary take Jesus?,1
What was Zechariah's occupation?,1
Which tribe did Elizabeth belong to?,1
Who was Aaron's wife?,1
Which tribe did Elisheba belong to?,1
Who was the third son of David and Bathsheba?,1
Name the two women present with Mary at the Crucifixion of Jesus?,1
"In art, what is the name for the motif of Mary cradling the body of Jesus?",1
"In Matthew, who else besides Mary of Clopas and Mary Magdalene are with Mary at the Crucifixion?",1
What does pieta mean?,1
What is a representation of Mary at the Crucifixion called?,1
Which Egyptian goddess do some scholars ascribe similarities to?,1
What type of goddess is Isis?,1
What kind of relationship do some scholars believe exists between Isis and Mary?,1
In which country is Ephesus?,1
Whose visions led to the identification of the House of the Virgin Mary?,1
"Which disciple is known as ""the Disciple whom Jesus loved?""",1
With whom is it believed that Mary lived with in Ephesus?,1
In which century was the House of the Virgin Mary found?,1
In which year was the Second Council of Nicea?,1
In which year did the Synod of Constantinople confirm the veneration of images of Mary?,1
Which icon is most venerated in the Orthodox Church?,1
What is the name given to artistic depictions of Mary?,1
"In the Orthodox church, what types of icons are allowed to be venerated and prayed before?",1
Where is the site of the first Church dedicated to Mary?,1
Which goddess was worshipped in Ephesus before Mary?,1
"Who was the author of the book, ""Survivals of Roman Religion?""",1
Which Queen furthered the cult of Mary in the 6th Century?,1
Where was Mary rumored to have died?,1
"Jesus was known as the ""King of Kings"" because of his lieage from who?",1
Which name is given to Mary because of her role as a protector of captives?,1
Who was the mother of Jesus?,1
Which New Testament book provides a basis for the term Queen when referring to Mary?,1
Who wrote polemics regarding Roman Catholic beliefs about Mary?,1
In which year was the Immaculate Conception dogmatized?,1
Which pope was responsible for the dogmatization of the Immaculate Conception?,1
What does Theotokos mean?,1
Where did Martin Luther preach a sermon on Marian devotion a month before his death?,1
On what date does the Catholic Church celebrate the Feast of the Assumption?,1
What do Eastern Catholics call the Feast of the Assumption?,1
On what date of the Julian calendar do Eastern Catholics celebrate the Domition of the Theotokos?,1
How many Great Feasts does the Eastern Orthodox Church celebrate?,1
Do Protestants celebrate Marian feasts or not?,1
Which color is traditionally used to portray Mary in paintings?,1
What rock was used as the source of blue pigment in paints in Medieval and Renaissance Europe?,1
From which country was lapis lazuli imported?,1
Lapis lazuli was thought to be more valuable than which precious metal?,1
Which ancient empire is thought to have started the tradition of portraying Mary in paintings using the color blue?,1
"According to Nontrinitarian belief, what is Mary's relationship to Jesus?",1
Which Nontrinitarian theologian says that God cannot approach eveil spirits to redeem them?,1
"Unittarians, Christadelphians and Jehovah's Witnesses are examples of what kind of church?",1
"""Mother of God"" is an example of what kind of title?",1
By what name is Mary referred to in the Qur'an?,1
Which Sura in the Qur'an describes the visitation of an angel upon Zakariya?,1
In how many places does the Qur'an give detailed accounts of Mary?,1
Which Gospel provides an identical account of the Virgin Birth as Sura 19 in the Qur'an? ,1
Who was visited by an angel in Sura 19 of the Qur'an?,1
What term is used to describe the belief that Mary remained a virgin for her entire life?,1
Which Latin father described the belief that Jesus' siblings were his cousins?,1
Which churches teach that Jesus' brothers and sister were step-siblings from a previous marriage of Joseph the Betrothed?,1
What document teaches that Jesus' brothers and sisters were older children of Joseph from a previous marriage?,1
"Which doctrine describes the belief that Mary remained a virgin, even though she gave birth to Jesus?",1
"In Orthodox tradition, what comes next in precdence after The Theotokos in the order of the saints?",1
What are hymns to the Theotokos called in Orthodox tradition?,1
"In the liturgical sequences of the Eastern Church, who is placed next in prominence after Christ?",1
What is Mary proclaimed to be in the Orthodox tradition?,1
What do the Orthodox believe Mary remained to be before and after she gave birth to Christ?,1
What is the mother church of the Angican Communion?,1
Which church in the United States is associated with the Angican Communion?,1
What practice differentiates the Angican Communon from Protestant churches at large?,1
What branch of Christianity does the Angican Communion fall under?,1
For what practice did the first Protestants criticize the Roman Catholics?,1
In which century did the Council of Trent occur?,1
Which Protestant churches still honor Mary?,1
During which historical era did Protestant interest in Mary almost disappear?,1
Marian veneration became associated with which Christians after the Council of Trent?,1
Which doctrine about Mary do Methodists reject?,1
Who was the founder of the Methodist movement?,1
What are the sources of beliefs about Mary held by Methodists?,1
The Methodist movement began in which church?,1
Which Marian doctrine did John Wesley uphold in founding Methodism?,1
To whom was Mary dedicated while still in the womb?,1
Which prophet cared for Mary?,1
What is understood to be the Holy of Holies in Islam?,1
Where did Mary reside in her chilhood?,1
What did God provide for Mary?,1
Who suggested that Jesus was the son of a Roman soldier?,1
What was the name of the Roman soldier said by Celsus to be the father of Jesus?,1
Origen was a Church Father in which Egyptian city?,1
In which century did Celsus suggest that Jesus' father was a Roman soldier?,1
For what purpose did detractors use the idea of Mary's virginity and the virgin conception of Jesus?,1
What is the literal meaning of Theotokos?,1
Which branch of Christianity gives a diminished role to Mary?,1
What is Mary called in Islam?,1
What is the basis for Mary's diminished role in Protestantism?,1
"Which two Protestant churches, along with the Roman Catholic and Orthodox churches, believe that Mary is the Mother of God?",1
What is the first stage of Jewish marriage?,1
Which angel announced to Mary that she was to be the mother of the Messiah?,1
What did Joseph plan to do when told of Mary's coneption in a dream?,1
Where did Mary live when she was visited by the angel Gabriel?,1
"In his dream, who told Joseph about Mary's conception?",1
Which Gospel says that Mary fulfilled the prophecy of Isaiah?,1
Until which century was the Virgin birth of Jesus held almost universally among Christians?,1
What Hebrew word is used to describe Mary in Isaiah 7:14?,1
"Which verse in Luke states that Mary had ""no relations with man"" before Jesus' birth?",1
"Along with the Nicene Creed, which other Christian creed asserts the Virgin birth of Jesus?",1
What title is given to Mary in the Catholic Church?,1
What is the Latin word from which Mary's title of Blessed is derived?,1
How many Catholic dogmas are there regarding Mary?,1
"Along with Mother of God, Immaculate Conception and Assumption of Mary, what is the other Catholic dogma related to Mary?",1
What are Akathists?,1
How many of the Orthodox Great Feasts dedicated to Mary?,1
What is name of the Orthodox hymn devoted to Mary?,1
Which event on the Orthodox calendar is related to Mary and icon veneration?,1
What is the name given to the Annunciation in the 1662 Book of Common Prayer?,1
On what date do most Anglicans celebrate the Visitation of the Blessed Virgin?,1
What is another name for the feast of the Presentation of Christ in the Temple in the Anglican Communion?,1
On what date is the Presentation of Christ in the Temple celebrated by Anglicans?,1
On what day was the Annunciation tradtionally celebrated in England until the 18th century?,1
"Which theologian described Mariology as ""the heresy of the Catholic Church?""",1
Protestants hold that Mary had what relationship to Jesus?,1
Protestants reject what practices in relation to the Saints?,1
Protestants describe Mary as devoted to whom?,1
Who do Christians believe is prophesized in Isaiah 7:14?,1
"What is the meaning of the Greek word ""heos?""",1
Which verse in Matthew is believed to refer to Isaiah's prohecy of the Virgin Mary?,1
Which Gospel writer provided a version of the virgin birth that was different than Matthew's?,1
"What is the English tranlation of the Greek word ""parthenos?""",1
"Who did Jesus say were his ""brother, and sister, and mother?""",1
"According to Jesus, who is ""without honor except in his own town?""",1
What do some Biblical scholars claim that Jesus' family did with his message during his ministry?,1
What is the term used for veneration of Mary in Roman Catholic theology?,1
"In what year was the hierarchy of latria, hyperdulia and dulia established?",1
Who is venerated in the Roman Catholic practice of dulia?,1
"Which theologian wrote that Mary is considered to be ""superior to all created beings,"" but is not to be the object of worhip?",1
What is the Roman Catholic term used to denote the worship of God?,1
In what year did the Third Ecumenical Council occur in Ephesus?,1
Whose teachings were addressed at the Third Ecumenical Council?,1
"What does the phrase ""Mater Dei"" mean?",1
"What are the two Latin equivalents of the Greek term ""Theokotos?""",1
What is the literal translation of Theokotos?,1
On what date is the feast of the Immaculate Conception in the Latin Rite of the Roman Catholic Church?,1
Which pope proclaimed the Immaculate Conception of Mary?,1
In what year did Pope Pius IX make his Ex Cathedra proclamation of the Immaculate Conception of Mary?,1
"According to the doctrine of Immaculate Conception, where was Mary when she first become filled with grace?",1
"What is the Greek term that means the same thing as ""original sin?""",1
What book is considered to be the source of many Orthodox beliefs regarding Mary?,1
At what age was Mary consecrated?,1
Which priest officiated at Mary's consecration?,1
"While Mary lived in the temple, who was said to have fed her?",1
Which religion believes that God put a veil between Satan and Mary?,1
"According to Shabbir Akhtar, what role does Islam believe Jesus to hold?",1
"Who does the Islamic religion hold to be the One, Unique God?",1
What term is used to refer to Christains by author Shabbir Akhtar?,1
Where in Jewish literature is the story about Panthera found?,1
"According to the Blackwell Companion to Jesus, for what purpose was the Toledot Yeshu written?",1
"What is the meaning of the term ""parthenos?""",1
During what historical period was the Toledot Yeshu written?,1
What event does Raymond E. Brown believe the Toledot Yeshu describes?,1
What airport serves Melbourne?,1
What is the main metropolitan train terminus called in Melbourne?,1
What is the main regional train and coach terminus in Melbourne?,1
What city is known to be home to Australia's most extensive freeway network?,1
What country has the world's largest urban tram network?,1
What passenger airport serves Melbourne?,1
What is the busiest seaport in Melbourne?,1
What is the name of the main metropolitan train terminus called in Melbourne?,1
What is the name of the coach terminus in Melbourne?,1
Who has the most extensive freeway network?,1
What is another name for Melborne Airport?,1
Which airport is the second busiest in Australia?,1
Which port in Melborne is the busiest seaport for containerised and general cargo?,1
What is Melborne's main metropolitan train terminus?,1
Where is the world's largest urban tram network located?,1
Between what year's did Victorian aboriginal groups dispossessed?,1
In 1844 how many Aborigines resident in squalid camps in Melbourne?,1
Who appointed five Aboriginal Protectors for the Aborigines of Victoria in 1839?,1
Who were the people that were power political and economic force in Victoria in 1845?,1
How many Aborigines were said to be resident in squalid camps in Melbourne in January 1844?,1
How many Aboriginal Protectors for the Aborigines of Victoria were appointed in 1839?,1
By what year did fewer than 240 wealthy Europeans hold all the pastoral licenses?,1
During what years were Victorian Aboriginal groups largely displaced from their land?,1
When was the gold rush over in Melbourne?,1
How did Melbourne grow as major port for exporting the agricultural products?,1
What was protected by high tarriffs?,1
"In 1863, why was Aboriginal population declining?",1
By what year was the gold rush largely over?,1
What was one of the major agricultural products of Victoria around 1860?,1
What were some of the reasons the Aboriginal population continued to recline?,1
Which disease in particular caused the Aboriginal population to continue a decline?,1
The Aboriginal population declined by what estimated percentage by 1863?,1
What is the most populas city in the Australian state of Victoria?,1
What is the second most populas city in Australia?,1
Where is the Metropolis?,1
What is the population of Melbourne?,1
What are inhabitants of Melbourne called?,1
Which city is the capital of Victoria?,1
Which city is the most populous city in Victoria?,1
Melbourne consists of how many municipalities?,1
What was Melbourne's population in 2013?,1
What are the inhabitants of Melbourne called?,1
When did severe depression hit Melbourne's city?,1
What went into liquidation in Melbourne around the 1890's?,1
When did new construction start in Melbourne?,1
When did Australia have a banking crisis?,1
During what decade did Melbourne suffer a sever economic depression?,1
"How many ""land banks"" and building societies collapsed during the 1890s depression in Melbourne?",1
How many limited companies went into liquidation during the 1890s depression in Melbourne?,1
The Melbourne financial crisis was a contributing factor to what banking crisis in 1893?,1
When did new construction start to reimerge after the early 1890s depression in Melbourne?,1
What term is given to the slums established on the souther banks of the Yarra?,1
In what year was Melbourne Chinatown founded?,1
Which ethninticities contributed an influx of interstate and overseas migrants to Melbourne?,1
Which community is the longest continuous Chinese settlement in the Western World?,1
During the second half of what century did the Burke and Wills expedition give an indication of immigration flows?,1
In what year was a telephone exchange established in Melbourne?,1
When was the first electric light installed in the Eastern Market?,1
In what year was the first line of the Melbourne cable tramway system built?,1
In what building was the Melbourne Internation Exhibition of 1880 held?,1
What weather phrase has become part of local popular culture in Melbourne and concerns the city's rapid change in weather?,1
What is the lowest temperature on Melbourne's record?,1
On what date did the lowest temperature in Melbourne's records occur?,1
What is Melbourne's highest temperature recorded?,1
On what date was Melbourne's highest temperature recorded?,1
What is the tallest tower in Australia?,1
Which tower is Melbourne's second tallest?,1
Is the observation deck in The Rialto currently opened or closed?,1
On which of Melbourne's banks is the Eureka Tower located?,1
What building is the tallest building in the old CBD?,1
To what areas has Melbourne dedicated substantial international investment?,1
In what areas has major inner-city urban renewal occurred?,1
Melbourne has sustained the highest population increase and economic growth rate in any Australian city according to what organization?,1
How many years did Melbourne sustain the highest population increase and economic growth?,1
What is generating high demand for housing in Melbourne?,1
What effect has the housing boom had on house prices and rents?,1
Which of Melbourne's suburbs have seen significant brownfields redevelopment in recent years?,1
What types of surburban development did Melbourne policies promote?,1
Who was Melbourne named by?,1
Who was Melbourne named in honor of?,1
What year was Melbourne officially declared a city?,1
What year did Melbourne cease in serving as the nations interim seat of government?,1
Melbourne became the capital of what colony in 1851?,1
In what year did Melbourne set a target to reduce carbon emissions to net zero?,1
By what year did Melbourne state it wished to be completely carbon neutral?,1
Which city notably opted not to become carbon neutral in 2009?,1
Does Melbourne have one of the largest or smallest carbon footprints in the world?,1
Who is responsible for regulating pollution in Melbourne?,1
Who designed the Rialto Building in 1889? ,1
Who designed the Winfield Building in 1890?,1
Which building was listed as the 13th tallest residential building in the world in January 2014?,1
In what year was the Eureka Tower completed?,1
How does Melbourne's skyline rank in terms of other skylines in Australia?,1
Tasmania was formerly known as what?,1
Current central and northern Melbourne was explored by whom?,1
How many acres did John Batman claim to purchase?,1
How many elders did John Batman claim to have negotiated with?,1
On what date did Batman reach Melbourne?,1
What is locally referred to as the Australian Dream?,1
Which year marked the start of the private automobile's popularity increase?,1
"Do the Docklands, St. Kilda Road, and Southbank areas feature high-density or low-density forms?",1
Is much of Melbourne's metropolitan area characterized as low-density sprawl or high-density sprawl?,1
"When Victoria was established as a seperate colony, the need for what followed?",1
"During what two decades were the Parliament House, Treasury Building, Victoria Barracks, State Library, and General Post Office commenced?",1
Melbourne's weath was due in part to what event?,1
Which writer's festival is home to Melbourne?,1
"What type of work are The Mystery of a Hansom Cab, Monkey Grip, and The Slap?",1
"What do the novels The Mystery of a Hansom Cab, Monkey Grip, and The Slap have in common?",1
"Where are Peter Carey, Germaine Greer, and Thomas Browne from?",1
"What occupation to Peter Carey, Germaine Greer, and Thomas Browne hold?",1
Which phrase was coined by George Augustus Henry Sala during a visit to Melbourne in 1885?,1
In what year did the land boom reach its peak of development?,1
In what year was a hydraulic facility established?,1
In what year was the APA Building completed?,1
What did Melbourne's hydraulic facilities help create that spurred high-rise developments?,1
Melbourne is the world's most liveable city according to whom?,1
For how many years has Melbourne been considered the world's most liveable city?,1
Which city is referred to as Australia's cultural capital?,1
What is one example of Australian contemporary dance?,1
How many of the top twenty high school sin Australia are located in Mebourne according to the Better Education ranking?,1
"According to the Toyal Melbourne Institute of Technology, how did Melborne rank as a top university city in 2008?",1
How many public universities are located in Melbourne?,1
Is the University of Melbourne a public or private institution?,1
Has there been a recent increase or decrease in international students studying in Melbourne?,1
In what year were height limits lifted in the Melbourne CBD?,1
Which was the first new indoor mall in Melbourne?,1
What happened to many of the larger suburban mansions from the boom era?,1
Which two areas saw a significant renewal after the post-war period and significantly modernised the city?,1
In what year was Melbourne the host city for the first Olympic Games held in the southern hemisphere?,1
"Previous to Melbourne, where were all Olympic games held?",1
"In what three years was Melbourne proclaimed the ""World's Ultimate Sports City""?",1
Where did the National Sports Museum reopen in 2008?,1
Which city is so far the southernmost city to host the Olympic Games?,1
In what year was the first plan for the city commissioned?,1
What was the first plan for the city in 1837 called?,1
On what date did the official general post office open?,1
What was the settlement originally named?,1
Was Melbourne more or less affected by the Late-2000s financial crisis in comparison to other Australian cities?,1
Which market in Melbourne remained strong during the Late-2000s financial crisis and resulted in historically high property prices and rent increases?,1
"After Melbourne, which were the next two fastest growing Australian cities in 2009?",1
What is the name given to Melbourne's population strategy that was revised in 2008? ,1
How many of the big four banks are headquartered in Melbourne?,1
Which two of the big four banks are headquartered in Melbourne?,1
Which city is Australia's second-largest industrial centre?,1
Which south-eastern suburb is home to Nintendo's Australian headquarters?,1
Melbourne is home to a research and development hub for which auto manufacturer?,1
In what two decades was the layout of Melbourne's inner suburbs established?,1
"In what year did the Melbourne Cricket Club secure possession of its now famous ground, the MCG?",1
"Around what year did Yarra rowing clubs and ""regattas"" become popular?",1
In what year was the Melbourne Cup first run?,1
What was the first public monumnet acquired in Melbourne in 1864?,1
What percentage of Melburnians speak only English at home?,1
What is the second-most-common language in Melborne?,1
The Melbourne statistical division population has grown by how many people each year since 2005?,1
What factors make Melbourne more attractie than Sydney for overseas immigrants?,1
During which seasons are Melbourne's temperature differentials most pronounced?,1
"Which type of weather fronts are responsible for severe weather such as gales, thunderstorms, hail, and heavy rain in Melbourne?",1
What is Melbourne's Koppen climate classification?,1
Is Melbourne known for changeable or steady weather patterns?,1
What is one cause for Melbourne's fluctuating weather patterns?,1
Which government project aimed to deepen Melbourne ports by dredging?,1
Why was the Port Phillip Channel Deppening Project subject to controversy and strict regulations?,1
Up to how many cigarette butts enter the storm water runoff every day in Melbourne?,1
What initiative was launched in Melbourne in February 2010 as an effort to transition human society towards sustainability?,1
What causes increased pollution and levels of bacteria such as E. coli to rise in the Yarra River and its tributaries?,1
Investment in what greatly accelerated the outward suburban sprawn and declining inner city population?,1
Which government sought to rapidly accelerate the modernisation of Melbourne?,1
The widening of what street helped to change the face of Melbourne into a car-dominated environment?,1
Did the 1969 Melbourne Transportation Plan change Melbourne into a more car-dominated or tram-dominated environment?,1
Did the rapid rise of motor vehicle ownership and highway developments lead to an increasing or declining inner city population?,1
How many lines does the Melbourne rail network have?,1
Which rail station is Melbourne's busiest?,1
Which Melbourne rail station was the world's busiest passenger station in 1926?,1
During which financial year did the Melbourne rail network record its highest volume of passenger trips?,1
How often does the XPT to Sydney depart?,1
Which university maintains two major campuses in Melbourne and Geelong and is the third largest university in Victoria?,1
What is the role of the DEECD?,1
Who oversees education in Melbourne?,1
Which city is often referred to as Australia's garden city?,1
Which Australian state was once known as the garden state?,1
Why is urban Melbourne divided into hundreds of suburbs?,1
Approximately how many sunny days does Melbourne receive annually?,1
What is the range of Melbourne's dewpoint temperatures in the summer?,1
Which suburbs usually are affected by relatively narrow streams of heavy showers?,1
Is Port Phillip generally warmer or colder than the surrounding oceans and/or the land mass?,1
Which act sets functions for Melbourne such as urban planning and waste management?,1
From where does the Victorian state government operate?,1
"Contrary to other countires, are public transport, traffic control, policing, and education the responsibility of local or state government?",1
What are the dimensions of the Hoddle Grid?,1
Which edge of the Hoddle Grid fronts onto the Yarra River?,1
What is the name of a popular arcade located within the Hoddle Grid?,1
Which railway station was the busiest in the world in the mid-1920s?,1
In what year was construction on the Flinders Street Station completed?,1
On which street is the A.C. Goode House located?,1
Who designed the A.C. Goode House?,1
What style of architecture is the A.C. Goode House?,1
What are the two most popular sports in Melbourne?,1
When was the first official Test cricket match played at the Melbourne Cricket Ground?,1
Where is the Australian Football League headquartered?,1
How many of the Australian Football League's teams are based in the Melbourne metropolitan area?,1
Up to how many AFL matches are played each week in Melbourne?,1
Which port is Australia's largest container and general cargo port?,1
How far upstream to water taxis run along the Yarra River?,1
"How many shipping containers did the Port of Melbourne handle during a 12-month period in 2007, making it one of the top five ports in the Southern Hemisphere?",1
Which is Australia's busiest port?,1
Where is Station Pier located?,1
How many people are employed by the ICT industry in Melbourne?,1
What percentage of Australia's ICT workforce is imployed in Melbourne's ICT industry?,1
"In 2008, Melbourne overtook what city with the amount of money that domestic tourists spent in the city?",1
How many international visitors did Melbourne have in 2004?,1
Domestic visitors spend about how much money in the city of Melbourne annually?,1
Melbourne's population could overtake that of Sydney by 2037 or 2039 primarily due to what factor?,1
"According to the first scenario projected by the ABS, how soon could Melbourne overtake Sydney's population level?",1
In how many scenarios will Sydney remain higher than Melbourne in population beyond 2056?,1
Which theatre was Melbourne's first live performance institution?,1
In what year did the Pavilion open?,1
"The Princess Theatre, Regent Theatre, and Forum Theatre are members of which of Melbourne's theater districts?",1
Where are the Melbourne Recital Centre and Southbank Theatre located?,1
From what year does the Sidney Myer Music Bowl date?,1
How many daily newspapers serve Melbourne?,1
How many free-to-air television stations service Greater Melbourne and Geelong?,1
From where is C31 broadcast?,1
What type of companies are Broadsheet and ThreeThousand?,1
When did Melbourne Heart become known as Melbourne City FC?,1
What are Melbourne's two ice hockey teams named?,1
In which river was the annual Race to Prince's Bridge held?,1
Where does the soccer club Melbourne Victory play home games?,1
Which basketball club in Melbourne plays in the NBL?,1
